The Absolute Way;Relative Way;Class
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0014.jpg;dataset/dataset_another/zebra_0030.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0015.jpg;dataset/dataset_another/zebra_0032.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0016.jpg;dataset/dataset_another/zebra_0034.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0017.jpg;dataset/dataset_another/zebra_0036.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0018.jpg;dataset/dataset_another/zebra_0038.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0019.jpg;dataset/dataset_another/zebra_0040.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0020.jpg;dataset/dataset_another/zebra_0042.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0021.jpg;dataset/dataset_another/zebra_0044.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0022.jpg;dataset/dataset_another/zebra_0046.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0023.jpg;dataset/dataset_another/zebra_0048.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0024.jpg;dataset/dataset_another/zebra_0050.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0025.jpg;dataset/dataset_another/zebra_0052.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0026.jpg;dataset/dataset_another/zebra_0054.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0027.jpg;dataset/dataset_another/zebra_0056.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0028.jpg;dataset/dataset_another/zebra_0058.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0029.jpg;dataset/dataset_another/zebra_0060.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0030.jpg;dataset/dataset_another/zebra_0062.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0031.jpg;dataset/dataset_another/zebra_0064.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0032.jpg;dataset/dataset_another/zebra_0066.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0033.jpg;dataset/dataset_another/zebra_0068.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0034.jpg;dataset/dataset_another/zebra_0070.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0035.jpg;dataset/dataset_another/zebra_0072.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0036.jpg;dataset/dataset_another/zebra_0074.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0037.jpg;dataset/dataset_another/zebra_0076.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0038.jpg;dataset/dataset_another/zebra_0078.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0039.jpg;dataset/dataset_another/zebra_0080.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0040.jpg;dataset/dataset_another/zebra_0082.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0041.jpg;dataset/dataset_another/zebra_0084.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0042.jpg;dataset/dataset_another/zebra_0086.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0043.jpg;dataset/dataset_another/zebra_0088.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0044.jpg;dataset/dataset_another/zebra_0090.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0045.jpg;dataset/dataset_another/zebra_0092.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0046.jpg;dataset/dataset_another/zebra_0094.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0047.jpg;dataset/dataset_another/zebra_0096.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0048.jpg;dataset/dataset_another/zebra_0098.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0049.jpg;dataset/dataset_another/zebra_0100.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0050.jpg;dataset/dataset_another/zebra_0102.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0051.jpg;dataset/dataset_another/zebra_0104.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0052.jpg;dataset/dataset_another/zebra_0106.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0053.jpg;dataset/dataset_another/zebra_0108.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0054.jpg;dataset/dataset_another/zebra_0110.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0055.jpg;dataset/dataset_another/zebra_0112.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0056.jpg;dataset/dataset_another/zebra_0114.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0057.jpg;dataset/dataset_another/zebra_0116.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0058.jpg;dataset/dataset_another/zebra_0118.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0059.jpg;dataset/dataset_another/zebra_0120.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0060.jpg;dataset/dataset_another/zebra_0122.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0061.jpg;dataset/dataset_another/zebra_0124.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0062.jpg;dataset/dataset_another/zebra_0126.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0063.jpg;dataset/dataset_another/zebra_0128.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0064.jpg;dataset/dataset_another/zebra_0130.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0065.jpg;dataset/dataset_another/zebra_0132.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0066.jpg;dataset/dataset_another/zebra_0134.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0067.jpg;dataset/dataset_another/zebra_0136.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0068.jpg;dataset/dataset_another/zebra_0138.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0069.jpg;dataset/dataset_another/zebra_0140.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0070.jpg;dataset/dataset_another/zebra_0142.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0071.jpg;dataset/dataset_another/zebra_0144.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0072.jpg;dataset/dataset_another/zebra_0146.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0073.jpg;dataset/dataset_another/zebra_0148.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0074.jpg;dataset/dataset_another/zebra_0150.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0075.jpg;dataset/dataset_another/zebra_0152.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0076.jpg;dataset/dataset_another/zebra_0154.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0077.jpg;dataset/dataset_another/zebra_0156.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0078.jpg;dataset/dataset_another/zebra_0158.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0079.jpg;dataset/dataset_another/zebra_0160.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0080.jpg;dataset/dataset_another/zebra_0162.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0081.jpg;dataset/dataset_another/zebra_0164.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0082.jpg;dataset/dataset_another/zebra_0166.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0083.jpg;dataset/dataset_another/zebra_0168.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0084.jpg;dataset/dataset_another/zebra_0170.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0085.jpg;dataset/dataset_another/zebra_0172.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0086.jpg;dataset/dataset_another/zebra_0174.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0087.jpg;dataset/dataset_another/zebra_0176.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0088.jpg;dataset/dataset_another/zebra_0178.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0089.jpg;dataset/dataset_another/zebra_0180.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0090.jpg;dataset/dataset_another/zebra_0182.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0091.jpg;dataset/dataset_another/zebra_0184.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0092.jpg;dataset/dataset_another/zebra_0186.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0093.jpg;dataset/dataset_another/zebra_0188.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0094.jpg;dataset/dataset_another/zebra_0190.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0095.jpg;dataset/dataset_another/zebra_0192.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0096.jpg;dataset/dataset_another/zebra_0194.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0097.jpg;dataset/dataset_another/zebra_0196.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0098.jpg;dataset/dataset_another/zebra_0198.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0099.jpg;dataset/dataset_another/zebra_0200.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0100.jpg;dataset/dataset_another/zebra_0202.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0101.jpg;dataset/dataset_another/zebra_0204.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0102.jpg;dataset/dataset_another/zebra_0206.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0103.jpg;dataset/dataset_another/zebra_0208.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0104.jpg;dataset/dataset_another/zebra_0210.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0105.jpg;dataset/dataset_another/zebra_0212.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0106.jpg;dataset/dataset_another/zebra_0214.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0107.jpg;dataset/dataset_another/zebra_0216.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0108.jpg;dataset/dataset_another/zebra_0218.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0109.jpg;dataset/dataset_another/zebra_0220.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0110.jpg;dataset/dataset_another/zebra_0222.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0111.jpg;dataset/dataset_another/zebra_0224.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0112.jpg;dataset/dataset_another/zebra_0226.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0113.jpg;dataset/dataset_another/zebra_0228.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0114.jpg;dataset/dataset_another/zebra_0230.jpg;zebra
C:\\Users\\miste\\OneDrive\\Desktop\\ВАЖНОЕ\\учёба\\для лаб\\ПП\\Bus_Station_1\\Bus_Station_1\\dataset\\download_data\\zebra\\0115.jpg;dataset/dataset_another/zebra_0232.jpg;zebra
